Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,Home_clean_sheets_5,Home_goals_conceded_5avg,Away_clean_sheets_5,Away_goals_conceded_5avg,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10,h2h_goal_diff
F1,2017-09-22,Nice,Angers,2,2,D,1,2,A,17,15,3,6,13,18,8,1,4,2,0,0,16.783333333333335,5.395833333333333,0.7999999999999999,2017,1.5289473684210526,1.1894736842105262,2.3333333333333335,0.5,1.3333333333333333,0.1,2.0,0.6666666666666666,1.0,0.6666666666666666,0.16277934097621097,0.10525484830144989,2.0,2.0,0.0,0.0,0
F1,2017-09-23,Bordeaux,Guingamp,3,1,H,1,0,H,21,10,8,4,14,14,5,2,4,2,0,0,18.49166666666667,7.104166666666667,0.1,2017,1.5289473684210526,1.1894736842105262,2.0,0.5,1.3333333333333333,0.1,1.0,1.4157894736842105,0.0,1.6666666666666667,0.16665277893508876,0.10255621362459298,1.5701119157340355,2.0,0.0,0.0,0
F1,2017-09-23,Caen,Amiens,1,0,H,0,0,D,17,2,4,0,14,19,7,3,1,2,0,0,13.9625,9.125,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,0.3333333333333333,0.2,1.0,0.6666666666666666,1.0,1.6666666666666667,0.07894113622608742,0.03225494307002548,1.3333333333333333,2.0,0.0,0.0,0
F1,2017-09-23,Lyon,Dijon,3,3,D,1,1,D,20,11,6,6,17,19,8,1,1,5,0,0,16.708333333333332,4.820833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,3.0,0.6,1.0,0.1,1.0,1.3333333333333333,0.0,2.3333333333333335,0.28122363528419214,0.0909008271975275,2.0,2.0,0.0,0.0,0
F1,2017-09-23,Metz,Troyes,0,1,A,0,0,D,15,9,7,2,11,12,5,4,3,3,0,1,14.116666666666662,6.999999999999999,0.3,2017,1.5289473684210526,1.1894736842105262,0.6666666666666666,0.6,1.5,0.1,0.0,3.0,0.0,1.0394736842105263,0.08694518106333955,0.19997333688841487,1.0,1.8169848584595127,0.0,0.0,0
F1,2017-09-23,Montpellier,Paris SG,0,0,D,0,0,D,5,10,2,1,15,13,2,11,2,2,0,0,18.175,6.854166666666668,0.0,2017,1.5289473684210526,1.1894736842105262,0.6666666666666666,0.5,4.0,0.2,1.0,0.6666666666666666,1.0,1.0394736842105263,0.054049671648244736,0.1818099177310122,1.6666666666666667,1.8169848584595127,0.0,0.0,0
F1,2017-09-24,Marseille,Toulouse,2,0,H,1,0,H,22,8,6,1,11,10,12,5,2,0,0,0,17.5375,8.4125,0.0,2017,1.5289473684210526,1.1894736842105262,1.6666666666666667,0.5,1.3333333333333333,0.2,1.0,1.3333333333333333,1.0,3.0,0.12499062570307228,0.19997000449932506,3.3333333333333335,3.3333333333333335,0.0,0.0,0
F1,2017-09-24,St Etienne,Rennes,2,2,D,1,1,D,9,9,4,4,11,14,9,5,3,3,1,0,15.575000000000005,7.099999999999999,0.0,2017,1.5289473684210526,1.1894736842105262,1.6666666666666667,0.4,2.0,0.3,2.0,0.3333333333333333,0.0,1.6666666666666667,0.17239595903872015,0.1276514265046912,2.3333333333333335,1.3333333333333333,0.0,0.0,0
F1,2017-09-24,Strasbourg,Nantes,1,2,A,1,2,A,21,12,6,5,7,5,12,3,1,1,0,0,14.220833333333337,8.104166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.5,0.4,0.6666666666666666,0.4,1.0,1.4157894736842105,2.0,1.0,0.09374414099118804,0.06249414117426492,1.5701119157340355,1.6666666666666667,1.0,0.0,0
F1,2017-09-29,Monaco,Montpellier,1,1,D,1,0,H,8,15,1,3,19,12,3,4,3,1,0,0,19.995833333333326,5.770833333333333,0.0,2017,1.5289473684210526,1.1894736842105262,4.0,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.26664889007399506,0.058818339558274264,1.6666666666666667,2.6666666666666665,0.0,0.0,0
F1,2017-09-30,Dijon,Strasbourg,1,1,D,0,0,D,13,7,6,1,10,17,7,4,0,2,1,0,13.604166666666664,7.579166666666665,18.6,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.25,0.5,0.0,2.0,0.0,2.5,0.07499437542184337,0.03124707058713246,1.6666666666666667,2.5,0.0,0.0,0
F1,2017-09-30,Guingamp,Toulouse,1,1,D,1,1,D,6,11,4,2,17,18,6,4,1,2,0,0,13.941666666666665,18.83333333333333,2.3,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.0,0.5,2.0,1.0,1.0,2.75,0.07894113622608742,0.09089669590510384,1.3333333333333333,2.5,0.0,0.0,0
F1,2017-09-30,Nantes,Metz,1,0,H,1,0,H,15,9,6,1,14,9,4,4,2,4,0,1,15.333333333333334,12.083333333333334,0.7,2017,1.5289473684210526,1.1894736842105262,0.3333333333333333,0.4,0.3333333333333333,0.5,2.0,0.3333333333333333,1.0,1.0,0.03571045959361497,0.03999520057593089,0.6666666666666666,2.3333333333333335,0.0,0.0,0
F1,2017-09-30,Paris SG,Bordeaux,6,2,H,5,1,H,11,17,9,6,10,18,1,5,1,2,0,0,15.754166666666665,11.054166666666667,1.6,2017,1.5289473684210526,1.1894736842105262,3.25,0.4,1.5,0.6,3.0,0.5,2.0,1.25,0.2115262581004942,0.08510095100312746,1.25,2.25,0.0,1.0,0
F1,2017-09-30,Rennes,Caen,0,1,A,0,1,A,9,10,2,3,14,25,8,3,4,1,0,0,14.562499999999998,13.4625,1.5,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.6666666666666666,0.6,0.0,1.6666666666666667,1.0,0.6666666666666666,0.06249609399412536,0.07406584453579232,1.3333333333333333,1.6666666666666667,0.0,0.0,0
F1,2017-01-10,Angers,Lyon,3,3,D,1,3,A,15,13,4,6,12,14,9,4,2,3,0,1,14.595833333333331,15.2,8.9,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.6666666666666666,0.5,0.0,1.3333333333333333,1.0,1.0,0.07894113622608742,0.044441481678999174,2.0,2.0,0.0,1.0,0
F1,2017-01-10,Nice,Marseille,2,4,A,2,3,A,19,17,10,9,14,16,9,5,2,3,0,1,18.65833333333333,9.291666666666664,0.3,2017,1.5289473684210526,1.1894736842105262,2.25,0.4,1.3333333333333333,0.6,2.0,1.0,2.0,2.0,0.19998500112491563,0.08888296335799835,2.5,3.0,0.0,0.0,0
F1,2017-01-10,Troyes,St Etienne,2,1,H,1,0,H,11,14,7,4,7,17,5,8,3,1,1,1,13.716666666666669,12.999999999999998,1.1,2017,1.5289473684210526,1.1894736842105262,0.25,0.4,0.6666666666666666,0.6,1.0,0.75,2.0,1.0,0.0,0.058818339558274264,1.75,2.3333333333333335,0.0,0.0,0
F1,2017-10-13,Lyon,Monaco,3,2,H,2,2,D,22,14,7,7,9,15,7,5,4,1,0,0,15.5,3.554166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,3.0,0.4,2.25,0.6,1.0,1.75,2.0,1.25,0.19998500112491563,0.11110370419749796,1.75,1.75,0.0,1.0,0
F1,2017-10-14,Caen,Angers,0,2,A,0,0,D,22,12,5,4,12,18,4,4,1,4,0,0,15.312500000000002,6.220833333333332,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.5,0.5,2.0,0.5,1.0,1.0,0.08888296335799835,0.0975538375240836,1.25,2.0,0.0,0.0,0
F1,2017-10-14,Dijon,Paris SG,1,2,A,0,0,D,15,18,5,8,10,13,5,9,3,4,0,0,14.675,5.904166666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,2.6666666666666665,0.5,0.0,1.75,2.0,0.3333333333333333,0.07894113622608742,0.1481399181526952,1.25,1.6666666666666667,0.0,0.0,0
F1,2017-10-14,Guingamp,Rennes,2,0,H,0,0,D,16,11,9,0,19,15,6,5,3,6,0,1,15.866666666666662,9.595833333333331,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,2.0,0.5,2.0,1.0,0.0,1.75,0.09999250056245781,0.17498687598430118,1.25,1.75,0.0,0.0,0
F1,2017-10-14,Lille,Troyes,2,2,D,1,1,D,16,10,6,2,16,12,3,1,1,2,1,0,15.75,9.091666666666669,0.0,2017,1.5289473684210526,1.1894736842105262,0.75,0.2,1.3333333333333333,0.5,2.0,1.5,1.0,1.0,0.0,0.16664583593717452,1.75,2.3333333333333335,0.0,0.0,0
F1,2017-10-14,St Etienne,Metz,3,1,H,0,1,A,20,10,5,2,10,16,12,5,2,1,0,0,16.241666666666667,9.229166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.75,0.1,0.25,0.4,2.0,0.75,1.0,1.0,0.19998000199980004,0.03571045959361497,2.5,2.75,0.0,0.0,0
F1,2017-10-14,Toulouse,Amiens,1,0,H,1,0,H,16,7,6,2,14,21,3,0,1,5,0,1,17.854166666666668,19.15833333333333,0.0,2017,1.5289473684210526,1.1894736842105262,1.3333333333333333,0.1,0.25,0.4,1.0,1.0,1.0,1.5,0.11427591920692512,0.038457101103718805,3.6666666666666665,2.0,0.0,0.0,0
F1,2017-10-15,Bordeaux,Nantes,1,1,D,0,1,A,18,14,3,4,13,15,6,2,3,2,0,0,21.175,13.745833333333335,0.0,2017,1.5289473684210526,1.1894736842105262,2.3333333333333335,0.2,1.0,0.5,1.0,0.6666666666666666,2.0,1.0,0.15554518587649713,0.11427591920692512,1.6666666666666667,1.5,0.0,0.0,0
F1,2017-10-15,Montpellier,Nice,2,0,H,0,0,D,14,15,4,8,14,15,4,7,3,1,0,0,18.075,9.025,1.4,2017,1.5289473684210526,1.1894736842105262,0.5,0.2,0.3333333333333333,0.5,2.0,0.5,1.0,1.3333333333333333,0.03124707058713246,0.04166145898429363,1.75,3.0,0.0,0.0,0
F1,2017-10-15,Strasbourg,Marseille,3,3,D,1,1,D,19,20,9,7,14,9,4,4,3,3,0,0,14.070833333333333,8.316666666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.3333333333333333,0.2,2.0,0.5,1.0,1.0,2.0,2.0,0.07546742637209213,0.14284839703691612,1.0,3.0,1.0,0.0,0
F1,2017-10-20,St Etienne,Montpellier,0,1,A,0,1,A,21,15,4,4,25,17,6,2,2,3,0,0,15.995833333333335,14.1625,0.1,2017,1.5289473684210526,1.1894736842105262,2.0,0.3,0.75,0.4,2.0,0.8,1.0,1.0,0.16214901494473422,0.08570693940519385,2.4,2.25,1.0,0.0,0
F1,2017-10-21,Amiens,Bordeaux,1,0,H,0,0,D,13,14,4,4,12,13,4,3,3,1,0,0,14.795833333333334,27.59166666666667,0.6000000000000001,2017,1.5289473684210526,1.1894736842105262,1.0,0.2,1.6,0.4,1.0,1.3333333333333333,2.0,2.2,0.09999000099990002,0.06249609399412536,2.6666666666666665,2.2,0.0,1.0,0
F1,2017-10-21,Angers,Toulouse,0,1,A,0,1,A,14,3,4,1,11,16,4,2,2,4,0,0,14.570833333333333,23.77083333333334,1.1,2017,1.5289473684210526,1.1894736842105262,1.5,0.2,1.0,0.4,0.0,1.75,1.0,2.4,0.09090289298456923,0.038457101103718805,2.0,2.4,0.0,0.0,0
F1,2017-10-21,Metz,Dijon,1,2,A,1,1,D,15,8,5,6,11,15,2,5,1,2,1,0,13.175,17.220833333333335,3.2,2017,1.5289473684210526,1.1894736842105262,0.5,0.2,1.5,0.4,0.0,2.5,0.0,2.5,0.03124707058713246,0.18748242352279476,1.5,2.75,0.0,0.0,0
F1,2017-10-21,Monaco,Caen,2,0,H,1,0,H,15,8,6,1,12,17,7,7,3,2,0,0,18.03333333333333,5.595833333333332,0.0,2017,1.5289473684210526,1.1894736842105262,3.25,0.2,0.75,0.4,1.0,1.0,2.0,0.5,0.27775463155848124,0.10343757542323209,2.0,1.5,0.0,0.0,0
F1,2017-10-21,Nantes,Guingamp,2,1,H,1,0,H,9,10,3,4,13,12,3,6,3,1,0,0,14.65,27.10833333333333,2.4,2017,1.5289473684210526,1.1894736842105262,0.5,0.3,1.25,0.4,3.0,0.25,0.0,2.0,0.06895838361548806,0.055550926311696246,1.0,2.0,0.0,0.0,0
F1,2017-10-21,Rennes,Lille,1,0,H,1,0,H,9,7,6,1,13,17,2,6,1,2,0,1,13.879166666666665,26.0,2.6,2017,1.5289473684210526,1.1894736842105262,0.75,0.3,0.3333333333333333,0.4,0.0,1.5,0.0,1.6666666666666667,0.04999625028122891,0.02856897980173128,2.0,2.6666666666666665,0.0,0.0,0
F1,2017-10-22,Marseille,Paris SG,2,2,D,1,1,D,11,7,3,3,18,14,3,4,4,3,0,1,16.870833333333334,33.3125,0.0,2017,1.5289473684210526,1.1894736842105262,1.75,0.3,2.5,0.4,2.0,1.0,2.0,0.5,0.09090289298456923,0.13724682861792442,3.0,2.25,0.0,0.0,0
F1,2017-10-22,Nice,Strasbourg,1,2,A,0,1,A,14,15,9,6,5,5,9,1,0,1,0,1,18.05,9.533333333333337,0.0,2017,1.5289473684210526,1.1894736842105262,2.2,0.3,0.4,0.3,2.0,1.6,0.0,2.2,0.1777659267159967,0.03124707058713246,2.4,2.4,0.0,0.0,0
F1,2017-10-22,Troyes,Lyon,0,5,A,0,1,A,9,14,3,10,12,13,4,3,2,2,1,0,10.47916666666667,23.829166666666666,1.3,2017,1.5289473684210526,1.1894736842105262,0.6,0.4,1.25,0.2,1.0,0.8,1.0,1.5,0.06895838361548806,0.0731653781430627,2.0,2.25,0.0,1.0,0
F1,2017-10-27,Paris SG,Nice,3,0,H,2,0,H,16,8,8,1,10,9,8,2,0,0,0,0,12.48333333333334,10.108333333333333,0.9,2017,1.5289473684210526,1.1894736842105262,3.8,0.4,0.25,0.2,3.0,0.8,1.0,1.5,0.2820295874676307,0.030300275732509166,1.2,2.5,0.0,0.0,0
F1,2017-10-28,Bordeaux,Monaco,0,2,A,0,0,D,12,12,4,5,22,12,6,2,2,0,0,0,12.89583333333333,8.529166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.4,2.2,0.2,1.0,0.75,2.0,1.6,0.1176401388153638,0.16214901494473422,2.0,1.6,0.0,1.0,0
F1,2017-10-28,Caen,Troyes,1,0,H,1,0,H,16,8,3,3,12,13,6,6,1,3,0,0,10.729166666666666,14.295833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.4,1.5,0.2,2.0,0.8,1.0,1.25,0.0588200694076819,0.16664583593717452,1.2,2.25,0.0,0.0,0
F1,2017-10-28,Dijon,Nantes,1,0,H,1,0,H,6,10,1,0,15,19,1,5,3,2,0,0,8.299999999999999,9.883333333333333,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.0,0.2,0.0,1.8,2.0,1.0,0.04347542551572723,0.10525484830144989,1.6,1.6,0.0,0.0,0
F1,2017-10-28,Guingamp,Amiens,1,1,D,1,1,D,12,7,4,2,16,20,5,5,1,5,0,1,11.004166666666668,10.2125,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.5,0.2,0.1,3.0,0.8,1.0,1.4,0.09523129300288075,0.05881315062047873,1.6,2.6,0.0,0.0,0
F1,2017-10-28,Montpellier,Rennes,0,1,A,0,0,D,9,7,4,2,15,17,4,1,4,2,0,0,13.845833333333331,10.633333333333333,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,1.6,0.1,3.0,0.4,0.0,1.8,0.06666000066660001,0.13512417912061184,2.0,2.6,0.0,0.0,0
F1,2017-10-28,Strasbourg,Angers,2,2,D,1,0,H,14,5,6,2,10,12,4,2,3,2,0,0,9.0125,12.016666666666666,1.4,2017,1.5289473684210526,1.1894736842105262,1.75,0.5,1.6,0.2,1.0,1.5,2.0,0.8,0.07999520028798271,0.11903911625360095,1.5,2.4,1.0,0.0,0
F1,2017-10-29,Lille,Marseille,0,1,A,0,1,A,18,10,7,3,18,17,11,4,2,3,0,0,11.5875,21.966666666666665,1.4,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,2.2,0.1,2.0,1.6,2.0,2.2,0.05713795960346256,0.15253461688388725,1.6,3.0,0.0,0.0,0
F1,2017-10-29,Lyon,Metz,2,0,H,2,0,H,12,7,4,4,13,17,3,2,0,3,0,0,9.591666666666669,10.016666666666666,0.6,2017,1.5289473684210526,1.1894736842105262,3.0,0.5,0.4,0.1,1.0,1.8,1.0,1.4,0.1481399181526952,0.06895838361548806,2.2,2.4,0.0,0.0,0
F1,2017-10-29,Toulouse,St Etienne,0,0,D,0,0,D,11,4,4,2,16,19,7,1,2,3,0,0,10.800000000000002,13.520833333333334,0.9,2017,1.5289473684210526,1.1894736842105262,1.25,0.5,0.75,0.1,2.0,0.75,2.0,1.25,0.09301676627212055,0.04761564650144037,3.0,2.0,0.0,0.0,0
F1,2017-03-11,Rennes,Bordeaux,1,0,H,1,0,H,6,6,2,0,14,26,8,0,2,5,0,0,13.270833333333336,13.120833333333335,4.3,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,1.2,0.1,1.0,1.2,2.0,2.0,0.02856897980173128,0.06666222251849876,1.8,2.0,0.0,1.0,0
F1,2017-04-11,Angers,Paris SG,0,5,A,0,3,A,9,15,3,7,8,13,2,4,1,3,0,0,12.620833333333335,15.420833333333327,3.3,2017,1.5289473684210526,1.1894736842105262,1.2,0.5,2.4,0.1,0.0,1.6,2.0,0.8,0.0638257132523456,0.11427591920692512,2.0,2.4,0.0,0.0,0
F1,2017-04-11,Monaco,Guingamp,6,0,H,4,0,H,18,12,9,3,17,9,4,1,1,1,0,0,15.791666666666664,9.0875,1.4,2017,1.5289473684210526,1.1894736842105262,3.0,0.6,1.2,0.1,2.0,0.8,0.0,2.0,0.16214901494473422,0.0909008271975275,2.2,1.8,0.0,0.0,0
F1,2017-04-11,Montpellier,Amiens,1,1,D,0,0,D,10,12,3,1,11,12,3,2,2,1,0,0,15.7625,17.291666666666668,40.7,2017,1.5289473684210526,1.1894736842105262,0.6,0.6,0.4,0.1,2.0,0.6,1.0,1.2,0.07142091918722994,0.06248828344685371,2.4,3.4,0.0,0.0,0
F1,2017-04-11,Nantes,Toulouse,2,1,H,1,0,H,11,10,6,3,20,16,9,4,2,4,0,0,13.666666666666666,17.316666666666666,5.8,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,0.8,0.2,3.0,0.4,2.0,1.8,0.12498828234852984,0.09089669590510384,1.4,2.6,0.0,0.0,0
F1,2017-04-11,Troyes,Strasbourg,3,0,H,0,0,D,13,10,6,2,18,8,4,1,3,1,0,1,12.545833333333333,14.37083333333333,0.8,2017,1.5289473684210526,1.1894736842105262,0.4,0.5,0.8,0.3,1.0,1.6,0.0,1.6,0.07406584453579232,0.09374121176139738,2.2,2.0,0.0,0.0,0
F1,2017-05-11,Marseille,Caen,5,0,H,1,0,H,28,11,11,3,5,9,13,6,0,0,0,0,13.9,32.05833333333333,23.3,2017,1.5289473684210526,1.1894736842105262,1.8,0.5,0.6,0.2,2.0,1.2,2.0,0.8,0.1162709578401507,0.038457101103718805,3.2,1.6,0.0,0.0,0
F1,2017-05-11,Metz,Lille,0,3,A,0,1,A,19,14,5,7,13,19,9,0,3,2,0,0,8.137500000000001,15.137499999999996,9.6,2017,1.5289473684210526,1.1894736842105262,0.6,0.5,0.25,0.2,0.0,2.4,0.0,1.5,0.052627424150724945,0.033330000333300004,1.4,2.5,0.0,0.0,0
F1,2017-05-11,Nice,Dijon,1,0,H,1,0,H,11,13,4,4,14,9,6,4,1,1,1,0,14.433333333333335,11.979166666666666,37.0,2017,1.5289473684210526,1.1894736842105262,2.2,0.4,1.6,0.3,2.0,1.6,0.0,2.2,0.0999940003599784,0.21426275756168983,2.0,2.6,0.0,0.0,0
F1,2017-05-11,St Etienne,Lyon,0,5,A,0,2,A,13,13,2,10,22,17,5,1,1,2,1,0,7.708333333333333,11.566666666666668,6.5,2017,1.5289473684210526,1.1894736842105262,1.8,0.3,2.0,0.4,1.0,1.0,2.0,1.2,0.0999940003599784,0.20511242724918596,2.4,2.2,1.0,1.0,0
F1,2017-11-17,Amiens,Monaco,1,1,D,1,0,H,10,15,2,4,15,15,4,4,2,3,0,0,7.616666666666666,6.995833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,1.8,0.5,2.0,1.0,3.0,1.4,0.12120110293003666,0.21050969660289978,2.75,1.2,0.0,1.0,0
F1,2017-11-17,Lille,St Etienne,3,1,H,1,1,D,12,8,5,3,10,16,8,10,2,3,0,0,7.216666666666668,7.083333333333335,0.0,2017,1.5289473684210526,1.1894736842105262,0.4,0.3,0.6,0.5,1.0,1.8,3.0,1.0,0.044441481678999174,0.058818339558274264,1.6,2.2,0.0,0.0,0
F1,2017-11-18,Dijon,Troyes,3,1,H,1,1,D,15,11,8,4,13,12,4,4,1,1,0,0,5.474999999999999,6.908333333333332,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,1.2,0.5,1.0,1.0,1.0,1.2,0.0882275093374114,0.11109876680368849,2.2,2.4,0.0,0.0,0
F1,2017-11-18,Guingamp,Angers,1,1,D,1,1,D,9,10,2,2,15,18,1,7,4,4,1,0,7.962499999999999,8.120833333333332,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.3,1.6,0.5,3.0,0.4,1.0,1.2,0.11763667911654853,0.18748242352279476,1.4,2.4,0.0,0.0,0
F1,2017-11-18,Paris SG,Nantes,4,1,H,2,0,H,23,8,10,1,9,17,9,2,2,3,0,0,6.308333333333335,9.241666666666664,0.3,2017,1.5289473684210526,1.1894736842105262,4.0,0.3,1.0,0.4,3.0,0.8,2.0,0.6,0.2682730531912299,0.08332638946754438,1.2,1.4,0.0,0.0,0
F1,2017-11-18,Strasbourg,Rennes,2,1,H,1,0,H,11,13,5,4,18,8,6,7,1,0,0,1,4.745833333333334,8.908333333333335,0.5,2017,1.5289473684210526,1.1894736842105262,1.8,0.3,1.6,0.4,1.0,1.6,1.0,1.6,0.1111049386145214,0.11109876680368849,1.8,3.0,1.0,0.0,0
F1,2017-11-18,Toulouse,Metz,0,0,D,0,0,D,21,12,3,5,16,11,9,4,2,3,0,1,5.495833333333334,7.891666666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.4,0.4,3.0,0.6,1.0,1.4,0.023254191568030137,0.038457101103718805,2.8,2.6,0.0,0.0,0
F1,2017-11-19,Bordeaux,Marseille,1,1,D,1,0,H,9,14,3,3,16,14,3,6,4,2,0,0,5.554166666666667,6.745833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.3,2.2,0.5,1.0,1.0,2.0,2.2,0.07842675921024253,0.17020190200625493,2.0,3.0,0.0,0.0,0
F1,2017-11-19,Caen,Nice,1,1,D,0,1,A,18,12,4,7,10,11,12,3,2,3,0,0,9.2375,9.0875,0.7000000000000001,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.2,0.4,3.0,0.6,1.0,1.8,0.03636165300074541,0.03447919180774403,1.2,2.0,0.0,0.0,0
F1,2017-11-19,Lyon,Montpellier,0,0,D,0,0,D,15,15,3,2,11,9,9,6,2,1,0,0,4.745833333333334,5.520833333333333,0.2,2017,1.5289473684210526,1.1894736842105262,2.6,0.5,0.8,0.4,1.0,1.8,2.0,0.8,0.1481399181526952,0.07691716021844473,1.8,2.4,0.0,0.0,0
F1,2017-11-20,Amiens,Lille,3,0,H,1,0,H,8,12,4,1,12,10,4,6,3,2,0,0,7.883333333333335,18.562500000000004,0.1,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.8,0.4,2.0,1.0,1.0,1.2,0.06450988614005096,0.09676482921007644,2.6,2.4,0.0,0.0,0
F1,2017-11-24,St Etienne,Strasbourg,2,2,D,1,1,D,12,10,6,4,14,10,7,4,4,2,0,0,11.15,17.504166666666666,0.2,2017,1.5289473684210526,1.1894736842105262,1.2,0.4,0.6,0.4,0.0,2.0,0.0,2.0,0.0555524693072607,0.09374121176139738,2.2,1.6,1.0,0.0,0
F1,2017-11-25,Caen,Bordeaux,1,0,H,1,0,H,12,10,2,2,13,14,4,8,2,3,0,0,5.05,14.383333333333336,2.9000000000000004,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.6,0.4,2.0,0.8,2.0,1.6,0.03571237255147045,0.054049671648244736,1.2,2.6,0.0,1.0,0
F1,2017-11-25,Dijon,Toulouse,3,1,H,1,0,H,13,12,5,4,11,16,6,2,3,2,0,0,6.3375,15.074999999999998,16.400000000000002,2017,1.5289473684210526,1.1894736842105262,1.2,0.4,0.6,0.4,1.0,1.0,2.0,1.0,0.13887731577924062,0.1249843769528809,2.0,2.6,0.0,0.0,0
F1,2017-11-25,Metz,Amiens,0,2,A,0,1,A,21,11,6,2,17,8,8,1,1,0,0,0,6.283333333333334,13.8375,9.9,2017,1.5289473684210526,1.1894736842105262,0.4,0.3,0.6,0.4,0.0,2.4,1.0,0.8,0.020406913862416585,0.07691420220743761,1.8,3.2,0.0,0.0,0
F1,2017-11-25,Montpellier,Lille,3,0,H,3,0,H,18,10,6,4,13,14,6,7,1,6,0,0,11.879166666666665,16.520833333333336,0.3,2017,1.5289473684210526,1.1894736842105262,0.6,0.3,0.8,0.3,2.0,0.6,1.0,1.2,0.0909008271975275,0.0909008271975275,2.4,2.4,0.0,0.0,0
F1,2017-11-25,Rennes,Nantes,2,1,H,0,0,D,15,10,5,1,17,14,8,2,3,6,0,1,5.220833333333332,13.229166666666666,1.4,2017,1.5289473684210526,1.1894736842105262,0.8,0.4,1.0,0.3,2.0,0.8,1.0,1.4,0.08332291796858726,0.06249414117426492,2.0,2.0,0.0,0.0,0
F1,2017-11-25,Troyes,Angers,3,0,H,2,0,H,9,7,3,3,15,15,4,3,2,4,0,0,6.1625000000000005,15.0,4.6000000000000005,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,1.6,0.2,2.0,1.4,1.0,1.2,0.15150137866254584,0.1851646113394808,2.6,2.8,0.0,0.0,0
